Date_Key,Date_Full_Format,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend
2355,2014-06-12,12,6,2014,Thursday,5,24,0
2356,2014-06-13,13,6,2014,Friday,6,24,0
2357,2014-06-14,14,6,2014,Saturday,7,24,1
2358,2014-06-15,15,6,2014,Sunday,1,25,1
2359,2014-06-16,16,6,2014,Monday,2,25,0
2360,2014-06-17,17,6,2014,Tuesday,3,25,0
2361,2014-06-18,18,6,2014,Wednesday,4,25,0
2362,2014-06-19,19,6,2014,Thursday,5,25,0
2363,2014-06-20,20,6,2014,Friday,6,25,0
2364,2014-06-21,21,6,2014,Saturday,7,25,1
2365,2014-06-22,22,6,2014,Sunday,1,26,1
2366,2014-06-23,23,6,2014,Monday,2,26,0
2367,2014-06-24,24,6,2014,Tuesday,3,26,0
2368,2014-06-25,25,6,2014,Wednesday,4,26,0
2369,2014-06-26,26,6,2014,Thursday,5,26,0
2370,2014-06-27,27,6,2014,Friday,6,26,0
2371,2014-06-28,28,6,2014,Saturday,7,26,1
2372,2014-06-29,29,6,2014,Sunday,1,27,1
2373,2014-06-30,30,6,2014,Monday,2,27,0
2374,2014-07-01,1,7,2014,Tuesday,3,27,0
2375,2014-07-02,2,7,2014,Wednesday,4,27,0
2376,2014-07-03,3,7,2014,Thursday,5,27,0
2377,2014-07-04,4,7,2014,Friday,6,27,0
2378,2014-07-05,5,7,2014,Saturday,7,27,1
2379,2014-07-06,6,7,2014,Sunday,1,28,1
2380,2014-07-07,7,7,2014,Monday,2,28,0
2381,2014-07-08,8,7,2014,Tuesday,3,28,0
2382,2014-07-09,9,7,2014,Wednesday,4,28,0
2383,2014-07-10,10,7,2014,Thursday,5,28,0
2384,2014-07-11,11,7,2014,Friday,6,28,0
2385,2014-07-12,12,7,2014,Saturday,7,28,1
2386,2014-07-13,13,7,2014,Sunday,1,29,1
2387,2014-07-14,14,7,2014,Monday,2,29,0
2388,2014-07-15,15,7,2014,Tuesday,3,29,0
2389,2014-07-16,16,7,2014,Wednesday,4,29,0
2390,2014-07-17,17,7,2014,Thursday,5,29,0
2391,2014-07-18,18,7,2014,Friday,6,29,0
2392,2014-07-19,19,7,2014,Saturday,7,29,1
2393,2014-07-20,20,7,2014,Sunday,1,30,1
2394,2014-07-21,21,7,2014,Monday,2,30,0
2395,2014-07-22,22,7,2014,Tuesday,3,30,0
2396,2014-07-23,23,7,2014,Wednesday,4,30,0
2397,2014-07-24,24,7,2014,Thursday,5,30,0
2398,2014-07-25,25,7,2014,Friday,6,30,0
2399,2014-07-26,26,7,2014,Saturday,7,30,1
2400,2014-07-27,27,7,2014,Sunday,1,31,1
2401,2014-07-28,28,7,2014,Monday,2,31,0
2402,2014-07-29,29,7,2014,Tuesday,3,31,0
2403,2014-07-30,30,7,2014,Wednesday,4,31,0
2404,2014-07-31,31,7,2014,Thursday,5,31,0
2405,2014-08-01,1,8,2014,Friday,6,31,0
2406,2014-08-02,2,8,2014,Saturday,7,31,1
2407,2014-08-03,3,8,2014,Sunday,1,32,1
2408,2014-08-04,4,8,2014,Monday,2,32,0
2409,2014-08-05,5,8,2014,Tuesday,3,32,0
2410,2014-08-06,6,8,2014,Wednesday,4,32,0
2411,2014-08-07,7,8,2014,Thursday,5,32,0
2412,2014-08-08,8,8,2014,Friday,6,32,0
2413,2014-08-09,9,8,2014,Saturday,7,32,1
2414,2014-08-10,10,8,2014,Sunday,1,33,1
2415,2014-08-11,11,8,2014,Monday,2,33,0
2416,2014-08-12,12,8,2014,Tuesday,3,33,0
2417,2014-08-13,13,8,2014,Wednesday,4,33,0
2418,2014-08-14,14,8,2014,Thursday,5,33,0
2419,2014-08-15,15,8,2014,Friday,6,33,0
2420,2014-08-16,16,8,2014,Saturday,7,33,1
2421,2014-08-17,17,8,2014,Sunday,1,34,1
2422,2014-08-18,18,8,2014,Monday,2,34,0
2423,2014-08-19,19,8,2014,Tuesday,3,34,0
2424,2014-08-20,20,8,2014,Wednesday,4,34,0
2425,2014-08-21,21,8,2014,Thursday,5,34,0
2426,2014-08-22,22,8,2014,Friday,6,34,0
2427,2014-08-23,23,8,2014,Saturday,7,34,1
2428,2014-08-24,24,8,2014,Sunday,1,35,1
2429,2014-08-25,25,8,2014,Monday,2,35,0
2430,2014-08-26,26,8,2014,Tuesday,3,35,0
2431,2014-08-27,27,8,2014,Wednesday,4,35,0
2432,2014-08-28,28,8,2014,Thursday,5,35,0
2433,2014-08-29,29,8,2014,Friday,6,35,0
2434,2014-08-30,30,8,2014,Saturday,7,35,1
2435,2014-08-31,31,8,2014,Sunday,1,36,1
2436,2014-09-01,1,9,2014,Monday,2,36,0
2437,2014-09-02,2,9,2014,Tuesday,3,36,0
2438,2014-09-03,3,9,2014,Wednesday,4,36,0
2439,2014-09-04,4,9,2014,Thursday,5,36,0
2440,2014-09-05,5,9,2014,Friday,6,36,0
2441,2014-09-06,6,9,2014,Saturday,7,36,1
2442,2014-09-07,7,9,2014,Sunday,1,37,1
2443,2014-09-08,8,9,2014,Monday,2,37,0
2444,2014-09-09,9,9,2014,Tuesday,3,37,0
2445,2014-09-10,10,9,2014,Wednesday,4,37,0
2446,2014-09-11,11,9,2014,Thursday,5,37,0
2447,2014-09-12,12,9,2014,Friday,6,37,0
2448,2014-09-13,13,9,2014,Saturday,7,37,1
2449,2014-09-14,14,9,2014,Sunday,1,38,1
2450,2014-09-15,15,9,2014,Monday,2,38,0
2451,2014-09-16,16,9,2014,Tuesday,3,38,0
2452,2014-09-17,17,9,2014,Wednesday,4,38,0
2453,2014-09-18,18,9,2014,Thursday,5,38,0
2454,2014-09-19,19,9,2014,Friday,6,38,0
2455,2014-09-20,20,9,2014,Saturday,7,38,1
2456,2014-09-21,21,9,2014,Sunday,1,39,1
2457,2014-09-22,22,9,2014,Monday,2,39,0
2458,2014-09-23,23,9,2014,Tuesday,3,39,0
2459,2014-09-24,24,9,2014,Wednesday,4,39,0
2460,2014-09-25,25,9,2014,Thursday,5,39,0
2461,2014-09-26,26,9,2014,Friday,6,39,0
2462,2014-09-27,27,9,2014,Saturday,7,39,1
2463,2014-09-28,28,9,2014,Sunday,1,40,1
2464,2014-09-29,29,9,2014,Monday,2,40,0
2465,2014-09-30,30,9,2014,Tuesday,3,40,0
2466,2014-10-01,1,10,2014,Wednesday,4,40,0
2467,2014-10-02,2,10,2014,Thursday,5,40,0
2468,2014-10-03,3,10,2014,Friday,6,40,0
2469,2014-10-04,4,10,2014,Saturday,7,40,1
2470,2014-10-05,5,10,2014,Sunday,1,41,1
2471,2014-10-06,6,10,2014,Monday,2,41,0
2472,2014-10-07,7,10,2014,Tuesday,3,41,0
2473,2014-10-08,8,10,2014,Wednesday,4,41,0
2474,2014-10-09,9,10,2014,Thursday,5,41,0
2475,2014-10-10,10,10,2014,Friday,6,41,0
2476,2014-10-11,11,10,2014,Saturday,7,41,1
2477,2014-10-12,12,10,2014,Sunday,1,42,1
2478,2014-10-13,13,10,2014,Monday,2,42,0
2479,2014-10-14,14,10,2014,Tuesday,3,42,0
2480,2014-10-15,15,10,2014,Wednesday,4,42,0
2481,2014-10-16,16,10,2014,Thursday,5,42,0
2482,2014-10-17,17,10,2014,Friday,6,42,0
2483,2014-10-18,18,10,2014,Saturday,7,42,1
2484,2014-10-19,19,10,2014,Sunday,1,43,1
2485,2014-10-20,20,10,2014,Monday,2,43,0
2486,2014-10-21,21,10,2014,Tuesday,3,43,0
2487,2014-10-22,22,10,2014,Wednesday,4,43,0
2488,2014-10-23,23,10,2014,Thursday,5,43,0
2489,2014-10-24,24,10,2014,Friday,6,43,0
2490,2014-10-25,25,10,2014,Saturday,7,43,1
2491,2014-10-26,26,10,2014,Sunday,1,44,1
2492,2014-10-27,27,10,2014,Monday,2,44,0
2493,2014-10-28,28,10,2014,Tuesday,3,44,0
2494,2014-10-29,29,10,2014,Wednesday,4,44,0
2495,2014-10-30,30,10,2014,Thursday,5,44,0
2496,2014-10-31,31,10,2014,Friday,6,44,0
2497,2014-11-01,1,11,2014,Saturday,7,44,1
2498,2014-11-02,2,11,2014,Sunday,1,45,1
2499,2014-11-03,3,11,2014,Monday,2,45,0
2500,2014-11-04,4,11,2014,Tuesday,3,45,0
2501,2014-11-05,5,11,2014,Wednesday,4,45,0
2502,2014-11-06,6,11,2014,Thursday,5,45,0
2503,2014-11-07,7,11,2014,Friday,6,45,0
2504,2014-11-08,8,11,2014,Saturday,7,45,1
2505,2014-11-09,9,11,2014,Sunday,1,46,1
2506,2014-11-10,10,11,2014,Monday,2,46,0
2507,2014-11-11,11,11,2014,Tuesday,3,46,0
2508,2014-11-12,12,11,2014,Wednesday,4,46,0
2509,2014-11-13,13,11,2014,Thursday,5,46,0
2510,2014-11-14,14,11,2014,Friday,6,46,0
2511,2014-11-15,15,11,2014,Saturday,7,46,1
2512,2014-11-16,16,11,2014,Sunday,1,47,1
2513,2014-11-17,17,11,2014,Monday,2,47,0
2514,2014-11-18,18,11,2014,Tuesday,3,47,0
2515,2014-11-19,19,11,2014,Wednesday,4,47,0
2516,2014-11-20,20,11,2014,Thursday,5,47,0
2517,2014-11-21,21,11,2014,Friday,6,47,0
2518,2014-11-22,22,11,2014,Saturday,7,47,1
2519,2014-11-23,23,11,2014,Sunday,1,48,1
2520,2014-11-24,24,11,2014,Monday,2,48,0
2521,2014-11-25,25,11,2014,Tuesday,3,48,0
2522,2014-11-26,26,11,2014,Wednesday,4,48,0
2523,2014-11-27,27,11,2014,Thursday,5,48,0
2524,2014-11-28,28,11,2014,Friday,6,48,0
2525,2014-11-29,29,11,2014,Saturday,7,48,1
2526,2014-11-30,30,11,2014,Sunday,1,49,1
2527,2014-12-01,1,12,2014,Monday,2,49,0
2528,2014-12-02,2,12,2014,Tuesday,3,49,0
2529,2014-12-03,3,12,2014,Wednesday,4,49,0
2530,2014-12-04,4,12,2014,Thursday,5,49,0
2531,2014-12-05,5,12,2014,Friday,6,49,0
2532,2014-12-06,6,12,2014,Saturday,7,49,1
2533,2014-12-07,7,12,2014,Sunday,1,50,1
2534,2014-12-08,8,12,2014,Monday,2,50,0
2535,2014-12-09,9,12,2014,Tuesday,3,50,0
2536,2014-12-10,10,12,2014,Wednesday,4,50,0
2537,2014-12-11,11,12,2014,Thursday,5,50,0
2538,2014-12-12,12,12,2014,Friday,6,50,0
2539,2014-12-13,13,12,2014,Saturday,7,50,1
2540,2014-12-14,14,12,2014,Sunday,1,51,1
2541,2014-12-15,15,12,2014,Monday,2,51,0
2542,2014-12-16,16,12,2014,Tuesday,3,51,0
2543,2014-12-17,17,12,2014,Wednesday,4,51,0
2544,2014-12-18,18,12,2014,Thursday,5,51,0
2545,2014-12-19,19,12,2014,Friday,6,51,0
2546,2014-12-20,20,12,2014,Saturday,7,51,1
2547,2014-12-21,21,12,2014,Sunday,1,52,1
2548,2014-12-22,22,12,2014,Monday,2,52,0
2549,2014-12-23,23,12,2014,Tuesday,3,52,0
2550,2014-12-24,24,12,2014,Wednesday,4,52,0
2551,2014-12-25,25,12,2014,Thursday,5,52,0
2552,2014-12-26,26,12,2014,Friday,6,52,0
2553,2014-12-27,27,12,2014,Saturday,7,52,1
2554,2014-12-28,28,12,2014,Sunday,1,53,1
2555,2014-12-29,29,12,2014,Monday,2,53,0
2556,2014-12-30,30,12,2014,Tuesday,3,53,0
2557,2014-12-31,31,12,2014,Wednesday,4,53,0
2558,2015-01-01,1,1,2015,Thursday,5,1,0
2559,2015-01-02,2,1,2015,Friday,6,1,0
2560,2015-01-03,3,1,2015,Saturday,7,1,1
2561,2015-01-04,4,1,2015,Sunday,1,2,1
2562,2015-01-05,5,1,2015,Monday,2,2,0
2563,2015-01-06,6,1,2015,Tuesday,3,2,0
2564,2015-01-07,7,1,2015,Wednesday,4,2,0
2565,2015-01-08,8,1,2015,Thursday,5,2,0
2566,2015-01-09,9,1,2015,Friday,6,2,0
2567,2015-01-10,10,1,2015,Saturday,7,2,1
2568,2015-01-11,11,1,2015,Sunday,1,3,1
2569,2015-01-12,12,1,2015,Monday,2,3,0
2570,2015-01-13,13,1,2015,Tuesday,3,3,0
2571,2015-01-14,14,1,2015,Wednesday,4,3,0
2572,2015-01-15,15,1,2015,Thursday,5,3,0
2573,2015-01-16,16,1,2015,Friday,6,3,0
2574,2015-01-17,17,1,2015,Saturday,7,3,1
2575,2015-01-18,18,1,2015,Sunday,1,4,1
2576,2015-01-19,19,1,2015,Monday,2,4,0
2577,2015-01-20,20,1,2015,Tuesday,3,4,0
2578,2015-01-21,21,1,2015,Wednesday,4,4,0
2579,2015-01-22,22,1,2015,Thursday,5,4,0
2580,2015-01-23,23,1,2015,Friday,6,4,0
2581,2015-01-24,24,1,2015,Saturday,7,4,1
2582,2015-01-25,25,1,2015,Sunday,1,5,1
2583,2015-01-26,26,1,2015,Monday,2,5,0
2584,2015-01-27,27,1,2015,Tuesday,3,5,0
2585,2015-01-28,28,1,2015,Wednesday,4,5,0
2586,2015-01-29,29,1,2015,Thursday,5,5,0
2587,2015-01-30,30,1,2015,Friday,6,5,0
2588,2015-01-31,31,1,2015,Saturday,7,5,1
2589,2015-02-01,1,2,2015,Sunday,1,6,1
2590,2015-02-02,2,2,2015,Monday,2,6,0
2591,2015-02-03,3,2,2015,Tuesday,3,6,0
2592,2015-02-04,4,2,2015,Wednesday,4,6,0
2593,2015-02-05,5,2,2015,Thursday,5,6,0
2594,2015-02-06,6,2,2015,Friday,6,6,0
2595,2015-02-07,7,2,2015,Saturday,7,6,1
2596,2015-02-08,8,2,2015,Sunday,1,7,1
2597,2015-02-09,9,2,2015,Monday,2,7,0
2598,2015-02-10,10,2,2015,Tuesday,3,7,0
2599,2015-02-11,11,2,2015,Wednesday,4,7,0
2600,2015-02-12,12,2,2015,Thursday,5,7,0
2601,2015-02-13,13,2,2015,Friday,6,7,0
2602,2015-02-14,14,2,2015,Saturday,7,7,1
2603,2015-02-15,15,2,2015,Sunday,1,8,1
2604,2015-02-16,16,2,2015,Monday,2,8,0
2605,2015-02-17,17,2,2015,Tuesday,3,8,0
2606,2015-02-18,18,2,2015,Wednesday,4,8,0
2607,2015-02-19,19,2,2015,Thursday,5,8,0
2608,2015-02-20,20,2,2015,Friday,6,8,0
2609,2015-02-21,21,2,2015,Saturday,7,8,1
2610,2015-02-22,22,2,2015,Sunday,1,9,1
2611,2015-02-23,23,2,2015,Monday,2,9,0
2612,2015-02-24,24,2,2015,Tuesday,3,9,0
2613,2015-02-25,25,2,2015,Wednesday,4,9,0
2614,2015-02-26,26,2,2015,Thursday,5,9,0
2615,2015-02-27,27,2,2015,Friday,6,9,0
2616,2015-02-28,28,2,2015,Saturday,7,9,1
2617,2015-03-01,1,3,2015,Sunday,1,10,1
2618,2015-03-02,2,3,2015,Monday,2,10,0
2619,2015-03-03,3,3,2015,Tuesday,3,10,0
2620,2015-03-04,4,3,2015,Wednesday,4,10,0
2621,2015-03-05,5,3,2015,Thursday,5,10,0
2622,2015-03-06,6,3,2015,Friday,6,10,0
2623,2015-03-07,7,3,2015,Saturday,7,10,1
2624,2015-03-08,8,3,2015,Sunday,1,11,1
2625,2015-03-09,9,3,2015,Monday,2,11,0
2626,2015-03-10,10,3,2015,Tuesday,3,11,0
2627,2015-03-11,11,3,2015,Wednesday,4,11,0
2628,2015-03-12,12,3,2015,Thursday,5,11,0
2629,2015-03-13,13,3,2015,Friday,6,11,0
2630,2015-03-14,14,3,2015,Saturday,7,11,1
2631,2015-03-15,15,3,2015,Sunday,1,12,1
2632,2015-03-16,16,3,2015,Monday,2,12,0
2633,2015-03-17,17,3,2015,Tuesday,3,12,0
2634,2015-03-18,18,3,2015,Wednesday,4,12,0
2635,2015-03-19,19,3,2015,Thursday,5,12,0
2636,2015-03-20,20,3,2015,Friday,6,12,0
2637,2015-03-21,21,3,2015,Saturday,7,12,1
2638,2015-03-22,22,3,2015,Sunday,1,13,1
2639,2015-03-23,23,3,2015,Monday,2,13,0
2640,2015-03-24,24,3,2015,Tuesday,3,13,0
2641,2015-03-25,25,3,2015,Wednesday,4,13,0
2642,2015-03-26,26,3,2015,Thursday,5,13,0
2643,2015-03-27,27,3,2015,Friday,6,13,0
2644,2015-03-28,28,3,2015,Saturday,7,13,1
2645,2015-03-29,29,3,2015,Sunday,1,14,1
2646,2015-03-30,30,3,2015,Monday,2,14,0
2647,2015-03-31,31,3,2015,Tuesday,3,14,0
2648,2015-04-01,1,4,2015,Wednesday,4,14,0
2649,2015-04-02,2,4,2015,Thursday,5,14,0
2650,2015-04-03,3,4,2015,Friday,6,14,0
2651,2015-04-04,4,4,2015,Saturday,7,14,1
2652,2015-04-05,5,4,2015,Sunday,1,15,1
2653,2015-04-06,6,4,2015,Monday,2,15,0
2654,2015-04-07,7,4,2015,Tuesday,3,15,0
2655,2015-04-08,8,4,2015,Wednesday,4,15,0
2656,2015-04-09,9,4,2015,Thursday,5,15,0
2657,2015-04-10,10,4,2015,Friday,6,15,0
2658,2015-04-11,11,4,2015,Saturday,7,15,1
2659,2015-04-12,12,4,2015,Sunday,1,16,1
2660,2015-04-13,13,4,2015,Monday,2,16,0
2661,2015-04-14,14,4,2015,Tuesday,3,16,0
2662,2015-04-15,15,4,2015,Wednesday,4,16,0
2663,2015-04-16,16,4,2015,Thursday,5,16,0
2664,2015-04-17,17,4,2015,Friday,6,16,0
2665,2015-04-18,18,4,2015,Saturday,7,16,1
2666,2015-04-19,19,4,2015,Sunday,1,17,1
2667,2015-04-20,20,4,2015,Monday,2,17,0
2668,2015-04-21,21,4,2015,Tuesday,3,17,0
2669,2015-04-22,22,4,2015,Wednesday,4,17,0
2670,2015-04-23,23,4,2015,Thursday,5,17,0
2671,2015-04-24,24,4,2015,Friday,6,17,0
2672,2015-04-25,25,4,2015,Saturday,7,17,1
2673,2015-04-26,26,4,2015,Sunday,1,18,1
2674,2015-04-27,27,4,2015,Monday,2,18,0
2675,2015-04-28,28,4,2015,Tuesday,3,18,0
2676,2015-04-29,29,4,2015,Wednesday,4,18,0
2677,2015-04-30,30,4,2015,Thursday,5,18,0
2678,2015-05-01,1,5,2015,Friday,6,18,0
2679,2015-05-02,2,5,2015,Saturday,7,18,1
2680,2015-05-03,3,5,2015,Sunday,1,19,1
2681,2015-05-04,4,5,2015,Monday,2,19,0
2682,2015-05-05,5,5,2015,Tuesday,3,19,0
2683,2015-05-06,6,5,2015,Wednesday,4,19,0
2684,2015-05-07,7,5,2015,Thursday,5,19,0
2685,2015-05-08,8,5,2015,Friday,6,19,0
2686,2015-05-09,9,5,2015,Saturday,7,19,1
2687,2015-05-10,10,5,2015,Sunday,1,20,1
2688,2015-05-11,11,5,2015,Monday,2,20,0
2689,2015-05-12,12,5,2015,Tuesday,3,20,0
2690,2015-05-13,13,5,2015,Wednesday,4,20,0
2691,2015-05-14,14,5,2015,Thursday,5,20,0
2692,2015-05-15,15,5,2015,Friday,6,20,0
2693,2015-05-16,16,5,2015,Saturday,7,20,1
2694,2015-05-17,17,5,2015,Sunday,1,21,1
2695,2015-05-18,18,5,2015,Monday,2,21,0
2696,2015-05-19,19,5,2015,Tuesday,3,21,0
2697,2015-05-20,20,5,2015,Wednesday,4,21,0
2698,2015-05-21,21,5,2015,Thursday,5,21,0
2699,2015-05-22,22,5,2015,Friday,6,21,0
2700,2015-05-23,23,5,2015,Saturday,7,21,1
2701,2015-05-24,24,5,2015,Sunday,1,22,1
2702,2015-05-25,25,5,2015,Monday,2,22,0
2703,2015-05-26,26,5,2015,Tuesday,3,22,0
2704,2015-05-27,27,5,2015,Wednesday,4,22,0
2705,2015-05-28,28,5,2015,Thursday,5,22,0
2706,2015-05-29,29,5,2015,Friday,6,22,0
2707,2015-05-30,30,5,2015,Saturday,7,22,1
2708,2015-05-31,31,5,2015,Sunday,1,23,1
2709,2015-06-01,1,6,2015,Monday,2,23,0
2710,2015-06-02,2,6,2015,Tuesday,3,23,0
2711,2015-06-03,3,6,2015,Wednesday,4,23,0
2712,2015-06-04,4,6,2015,Thursday,5,23,0
2713,2015-06-05,5,6,2015,Friday,6,23,0
2714,2015-06-06,6,6,2015,Saturday,7,23,1
2715,2015-06-07,7,6,2015,Sunday,1,24,1
2716,2015-06-08,8,6,2015,Monday,2,24,0
2717,2015-06-09,9,6,2015,Tuesday,3,24,0
2718,2015-06-10,10,6,2015,Wednesday,4,24,0
2719,2015-06-11,11,6,2015,Thursday,5,24,0
2720,2015-06-12,12,6,2015,Friday,6,24,0
2721,2015-06-13,13,6,2015,Saturday,7,24,1
2722,2015-06-14,14,6,2015,Sunday,1,25,1
2723,2015-06-15,15,6,2015,Monday,2,25,0
2724,2015-06-16,16,6,2015,Tuesday,3,25,0
2725,2015-06-17,17,6,2015,Wednesday,4,25,0
2726,2015-06-18,18,6,2015,Thursday,5,25,0
2727,2015-06-19,19,6,2015,Friday,6,25,0
2728,2015-06-20,20,6,2015,Saturday,7,25,1
2729,2015-06-21,21,6,2015,Sunday,1,26,1
2730,2015-06-22,22,6,2015,Monday,2,26,0
2731,2015-06-23,23,6,2015,Tuesday,3,26,0
2732,2015-06-24,24,6,2015,Wednesday,4,26,0
2733,2015-06-25,25,6,2015,Thursday,5,26,0
2734,2015-06-26,26,6,2015,Friday,6,26,0
2735,2015-06-27,27,6,2015,Saturday,7,26,1
2736,2015-06-28,28,6,2015,Sunday,1,27,1
2737,2015-06-29,29,6,2015,Monday,2,27,0
2738,2015-06-30,30,6,2015,Tuesday,3,27,0
2739,2015-07-01,1,7,2015,Wednesday,4,27,0
2740,2015-07-02,2,7,2015,Thursday,5,27,0
2741,2015-07-03,3,7,2015,Friday,6,27,0
2742,2015-07-04,4,7,2015,Saturday,7,27,1
2743,2015-07-05,5,7,2015,Sunday,1,28,1
2744,2015-07-06,6,7,2015,Monday,2,28,0
2745,2015-07-07,7,7,2015,Tuesday,3,28,0
2746,2015-07-08,8,7,2015,Wednesday,4,28,0
2747,2015-07-09,9,7,2015,Thursday,5,28,0
2748,2015-07-10,10,7,2015,Friday,6,28,0
2749,2015-07-11,11,7,2015,Saturday,7,28,1
2750,2015-07-12,12,7,2015,Sunday,1,29,1
2751,2015-07-13,13,7,2015,Monday,2,29,0
2752,2015-07-14,14,7,2015,Tuesday,3,29,0
2753,2015-07-15,15,7,2015,Wednesday,4,29,0
2754,2015-07-16,16,7,2015,Thursday,5,29,0
2755,2015-07-17,17,7,2015,Friday,6,29,0
2756,2015-07-18,18,7,2015,Saturday,7,29,1
2757,2015-07-19,19,7,2015,Sunday,1,30,1
2758,2015-07-20,20,7,2015,Monday,2,30,0
2759,2015-07-21,21,7,2015,Tuesday,3,30,0
2760,2015-07-22,22,7,2015,Wednesday,4,30,0
2761,2015-07-23,23,7,2015,Thursday,5,30,0
2762,2015-07-24,24,7,2015,Friday,6,30,0
2763,2015-07-25,25,7,2015,Saturday,7,30,1
2764,2015-07-26,26,7,2015,Sunday,1,31,1
2765,2015-07-27,27,7,2015,Monday,2,31,0
2766,2015-07-28,28,7,2015,Tuesday,3,31,0
2767,2015-07-29,29,7,2015,Wednesday,4,31,0
2768,2015-07-30,30,7,2015,Thursday,5,31,0
2769,2015-07-31,31,7,2015,Friday,6,31,0
2770,2015-08-01,1,8,2015,Saturday,7,31,1
2771,2015-08-02,2,8,2015,Sunday,1,32,1
2772,2015-08-03,3,8,2015,Monday,2,32,0
2773,2015-08-04,4,8,2015,Tuesday,3,32,0
2774,2015-08-05,5,8,2015,Wednesday,4,32,0
2775,2015-08-06,6,8,2015,Thursday,5,32,0
2776,2015-08-07,7,8,2015,Friday,6,32,0
2777,2015-08-08,8,8,2015,Saturday,7,32,1
2778,2015-08-09,9,8,2015,Sunday,1,33,1
2779,2015-08-10,10,8,2015,Monday,2,33,0
2780,2015-08-11,11,8,2015,Tuesday,3,33,0
2781,2015-08-12,12,8,2015,Wednesday,4,33,0
2782,2015-08-13,13,8,2015,Thursday,5,33,0
2783,2015-08-14,14,8,2015,Friday,6,33,0
2784,2015-08-15,15,8,2015,Saturday,7,33,1
2785,2015-08-16,16,8,2015,Sunday,1,34,1
2786,2015-08-17,17,8,2015,Monday,2,34,0
2787,2015-08-18,18,8,2015,Tuesday,3,34,0
2788,2015-08-19,19,8,2015,Wednesday,4,34,0
2789,2015-08-20,20,8,2015,Thursday,5,34,0
2790,2015-08-21,21,8,2015,Friday,6,34,0
2791,2015-08-22,22,8,2015,Saturday,7,34,1
2792,2015-08-23,23,8,2015,Sunday,1,35,1
2793,2015-08-24,24,8,2015,Monday,2,35,0
2794,2015-08-25,25,8,2015,Tuesday,3,35,0
2795,2015-08-26,26,8,2015,Wednesday,4,35,0
2796,2015-08-27,27,8,2015,Thursday,5,35,0
2797,2015-08-28,28,8,2015,Friday,6,35,0
2798,2015-08-29,29,8,2015,Saturday,7,35,1
2799,2015-08-30,30,8,2015,Sunday,1,36,1
2800,2015-08-31,31,8,2015,Monday,2,36,0
2801,2015-09-01,1,9,2015,Tuesday,3,36,0
2802,2015-09-02,2,9,2015,Wednesday,4,36,0
2803,2015-09-03,3,9,2015,Thursday,5,36,0
2804,2015-09-04,4,9,2015,Friday,6,36,0
2805,2015-09-05,5,9,2015,Saturday,7,36,1
2806,2015-09-06,6,9,2015,Sunday,1,37,1
2807,2015-09-07,7,9,2015,Monday,2,37,0
2808,2015-09-08,8,9,2015,Tuesday,3,37,0
2809,2015-09-09,9,9,2015,Wednesday,4,37,0
2810,2015-09-10,10,9,2015,Thursday,5,37,0
2811,2015-09-11,11,9,2015,Friday,6,37,0
2812,2015-09-12,12,9,2015,Saturday,7,37,1
2813,2015-09-13,13,9,2015,Sunday,1,38,1
2814,2015-09-14,14,9,2015,Monday,2,38,0
2815,2015-09-15,15,9,2015,Tuesday,3,38,0
2816,2015-09-16,16,9,2015,Wednesday,4,38,0
2817,2015-09-17,17,9,2015,Thursday,5,38,0
2818,2015-09-18,18,9,2015,Friday,6,38,0
2819,2015-09-19,19,9,2015,Saturday,7,38,1
2820,2015-09-20,20,9,2015,Sunday,1,39,1
2821,2015-09-21,21,9,2015,Monday,2,39,0
2822,2015-09-22,22,9,2015,Tuesday,3,39,0
2823,2015-09-23,23,9,2015,Wednesday,4,39,0
2824,2015-09-24,24,9,2015,Thursday,5,39,0
2825,2015-09-25,25,9,2015,Friday,6,39,0
2826,2015-09-26,26,9,2015,Saturday,7,39,1
2827,2015-09-27,27,9,2015,Sunday,1,40,1
2828,2015-09-28,28,9,2015,Monday,2,40,0
2829,2015-09-29,29,9,2015,Tuesday,3,40,0
2830,2015-09-30,30,9,2015,Wednesday,4,40,0
2831,2015-10-01,1,10,2015,Thursday,5,40,0
2832,2015-10-02,2,10,2015,Friday,6,40,0
2833,2015-10-03,3,10,2015,Saturday,7,40,1
2834,2015-10-04,4,10,2015,Sunday,1,41,1
2835,2015-10-05,5,10,2015,Monday,2,41,0
2836,2015-10-06,6,10,2015,Tuesday,3,41,0
2837,2015-10-07,7,10,2015,Wednesday,4,41,0
2838,2015-10-08,8,10,2015,Thursday,5,41,0
2839,2015-10-09,9,10,2015,Friday,6,41,0
2840,2015-10-10,10,10,2015,Saturday,7,41,1
2841,2015-10-11,11,10,2015,Sunday,1,42,1
2842,2015-10-12,12,10,2015,Monday,2,42,0
2843,2015-10-13,13,10,2015,Tuesday,3,42,0
2844,2015-10-14,14,10,2015,Wednesday,4,42,0
2845,2015-10-15,15,10,2015,Thursday,5,42,0
2846,2015-10-16,16,10,2015,Friday,6,42,0
2847,2015-10-17,17,10,2015,Saturday,7,42,1
2848,2015-10-18,18,10,2015,Sunday,1,43,1
2849,2015-10-19,19,10,2015,Monday,2,43,0
2850,2015-10-20,20,10,2015,Tuesday,3,43,0
2851,2015-10-21,21,10,2015,Wednesday,4,43,0
